Voucher Type,Invoice No,Date,Ref,Dr Account,Cr.Account,Cost Center,Amount,Narration
sales,6309,04-08-2014,00820 / ITI,ITI LIMITED,,00820 / ITI,7443.8,JOBNO:00820/ AWB/BL.NO.:SGHYV4764 dt.22/06/2014/ BE.NO.:6083554 dt.10/07/2014/ LITHIUM BATTERY 3.0 V 3000MAH/ 3 CTN/38.700 KGS/ ,
sales,6309,04-08-2014,00820 / ITI,,Agency charges,00820 / ITI,3000,JOBNO:00820/ AWB/BL.NO.:SGHYV4764 dt.22/06/2014/ BE.NO.:6083554 dt.10/07/2014/ LITHIUM BATTERY 3.0 V 3000MAH/ 3 CTN/38.700 KGS/ ,
sales,6309,04-08-2014,00820 / ITI,,CFS Charges,00820 / ITI,4073,JOBNO:00820/ AWB/BL.NO.:SGHYV4764 dt.22/06/2014/ BE.NO.:6083554 dt.10/07/2014/ LITHIUM BATTERY 3.0 V 3000MAH/ 3 CTN/38.700 KGS/ ,
sales,6309,04-08-2014,00820 / ITI,,Service Tax,00820 / ITI,370.8,JOBNO:00820/ AWB/BL.NO.:SGHYV4764 dt.22/06/2014/ BE.NO.:6083554 dt.10/07/2014/ LITHIUM BATTERY 3.0 V 3000MAH/ 3 CTN/38.700 KGS/ ,
sales,6310,04-08-2014,00752 / AJAY,AJAY AIR PRODUCTS (P) LTD,,00752 / AJAY,50534.56,JOBNO:00752/ AWB/BL.NO.: 587636484 dt.17.6.2014/ BE.NO.:6026473 dt.05/07/2014/ SULFUR HEXAFLUORIDE (SF6 GAS) PURITY 99.995% IN CYLINDER / 460 PAC/21387.500 KGS/ ,
sales,6310,04-08-2014,00752 / AJAY,,Documentation charges,00752 / AJAY,100,JOBNO:00752/ AWB/BL.NO.: 587636484 dt.17.6.2014/ BE.NO.:6026473 dt.05/07/2014/ SULFUR HEXAFLUORIDE (SF6 GAS) PURITY 99.995% IN CYLINDER / 460 PAC/21387.500 KGS/ ,
sales,6310,04-08-2014,00752 / AJAY,,Agency charges,00752 / AJAY,7000,JOBNO:00752/ AWB/BL.NO.: 587636484 dt.17.6.2014/ BE.NO.:6026473 dt.05/07/2014/ SULFUR HEXAFLUORIDE (SF6 GAS) PURITY 99.995% IN CYLINDER / 460 PAC/21387.500 KGS/ ,
sales,6310,04-08-2014,00752 / AJAY,,ADC Formalities,00752 / AJAY,2500,JOBNO:00752/ AWB/BL.NO.: 587636484 dt.17.6.2014/ BE.NO.:6026473 dt.05/07/2014/ SULFUR HEXAFLUORIDE (SF6 GAS) PURITY 99.995% IN CYLINDER / 460 PAC/21387.500 KGS/ ,
sales,6310,04-08-2014,00752 / AJAY,,CFS Charges,00752 / AJAY,12410,JOBNO:00752/ AWB/BL.NO.: 587636484 dt.17.6.2014/ BE.NO.:6026473 dt.05/07/2014/ SULFUR HEXAFLUORIDE (SF6 GAS) PURITY 99.995% IN CYLINDER / 460 PAC/21387.500 KGS/ ,
sales,6310,04-08-2014,00752 / AJAY,,DO CHARGES,00752 / AJAY,27338,JOBNO:00752/ AWB/BL.NO.: 587636484 dt.17.6.2014/ BE.NO.:6026473 dt.05/07/2014/ SULFUR HEXAFLUORIDE (SF6 GAS) PURITY 99.995% IN CYLINDER / 460 PAC/21387.500 KGS/ ,
sales,6310,04-08-2014,00752 / AJAY,,Service Tax,00752 / AJAY,1186.56,JOBNO:00752/ AWB/BL.NO.: 587636484 dt.17.6.2014/ BE.NO.:6026473 dt.05/07/2014/ SULFUR HEXAFLUORIDE (SF6 GAS) PURITY 99.995% IN CYLINDER / 460 PAC/21387.500 KGS/ ,
sales,6311,04-08-2014,00752 / AJAY,AJAY AIR PRODUCTS (P) LTD,,00752 / AJAY,9793.55,JOBNO:00752/ AWB/BL.NO.:587636484 dt.17.6.2014/ BE.NO.:6026473 dt.05/07/2014/ SULFUR HEXAFLUORIDE (SF6 GAS) PURITY 99.995% IN CYLINDER / 460 PAC/21387.500 KGS/ ,
sales,6311,04-08-2014,00752 / AJAY,,Transport Charges,00752 / AJAY,9500,JOBNO:00752/ AWB/BL.NO.:587636484 dt.17.6.2014/ BE.NO.:6026473 dt.05/07/2014/ SULFUR HEXAFLUORIDE (SF6 GAS) PURITY 99.995% IN CYLINDER / 460 PAC/21387.500 KGS/ ,
sales,6311,04-08-2014,00752 / AJAY,,Service Tax,00752 / AJAY,293.55,JOBNO:00752/ AWB/BL.NO.:587636484 dt.17.6.2014/ BE.NO.:6026473 dt.05/07/2014/ SULFUR HEXAFLUORIDE (SF6 GAS) PURITY 99.995% IN CYLINDER / 460 PAC/21387.500 KGS/ ,
sales,6312,04-08-2014,00781 / WRIGLEY,WRIGLEY INDIA PRIVATE LIMITED ,,00781 / WRIGLEY,10112.4,JOBNO:00781/ AWB/BL.NO.:FR2723195 dt.16/07/2014/ BE.NO.:6201469 dt.22/07/2014/ NEOSORB P60W (SORBITOL)/ 728 PKG/20923 KGS/ 4501807077,
sales,6312,04-08-2014,00781 / WRIGLEY,,Documentation charges,00781 / WRIGLEY,250,JOBNO:00781/ AWB/BL.NO.:FR2723195 dt.16/07/2014/ BE.NO.:6201469 dt.22/07/2014/ NEOSORB P60W (SORBITOL)/ 728 PKG/20923 KGS/ 4501807077,
sales,6312,04-08-2014,00781 / WRIGLEY,,Delivery Expenses,00781 / WRIGLEY,750,JOBNO:00781/ AWB/BL.NO.:FR2723195 dt.16/07/2014/ BE.NO.:6201469 dt.22/07/2014/ NEOSORB P60W (SORBITOL)/ 728 PKG/20923 KGS/ 4501807077,
sales,6312,04-08-2014,00781 / WRIGLEY,,Agency charges,00781 / WRIGLEY,6500,JOBNO:00781/ AWB/BL.NO.:FR2723195 dt.16/07/2014/ BE.NO.:6201469 dt.22/07/2014/ NEOSORB P60W (SORBITOL)/ 728 PKG/20923 KGS/ 4501807077,
sales,6312,04-08-2014,00781 / WRIGLEY,,ADC Formalities,00781 / WRIGLEY,1500,JOBNO:00781/ AWB/BL.NO.:FR2723195 dt.16/07/2014/ BE.NO.:6201469 dt.22/07/2014/ NEOSORB P60W (SORBITOL)/ 728 PKG/20923 KGS/ 4501807077,
sales,6312,04-08-2014,00781 / WRIGLEY,,Service Tax,00781 / WRIGLEY,1112.4,JOBNO:00781/ AWB/BL.NO.:FR2723195 dt.16/07/2014/ BE.NO.:6201469 dt.22/07/2014/ NEOSORB P60W (SORBITOL)/ 728 PKG/20923 KGS/ 4501807077,
sales,6313,04-08-2014,00781 / WRIGLEY,WRIGLEY INDIA PRIVATE LIMITED ,,00781 / WRIGLEY,39000,JOBNO:00781/ AWB/BL.NO.:FR2723195 dt.16/07/2014/ BE.NO.:6201469 dt.22/07/2014/ NEOSORB P60W (SORBITOL)/ 728 PKG/20923 KGS/ 4501807077,
sales,6313,04-08-2014,00781 / WRIGLEY,,Transport Charges,00781 / WRIGLEY,39000,JOBNO:00781/ AWB/BL.NO.:FR2723195 dt.16/07/2014/ BE.NO.:6201469 dt.22/07/2014/ NEOSORB P60W (SORBITOL)/ 728 PKG/20923 KGS/ 4501807077,
sales,6313,04-08-2014,00781 / WRIGLEY,,Service Tax,00781 / WRIGLEY,0,JOBNO:00781/ AWB/BL.NO.:FR2723195 dt.16/07/2014/ BE.NO.:6201469 dt.22/07/2014/ NEOSORB P60W (SORBITOL)/ 728 PKG/20923 KGS/ 4501807077,
sales,6314,04-08-2014,00882 / TEJA,TEJA INDUSTRIES,,00882 / TEJA,5561.36,JOBNO:00882/ AWB/BL.NO.:38860023132 dt.16/07/2014/ BE.NO.:6179080 dt.21/07/2014/ P/O NO 14-0527-003 ZINC BUCKLES SJ1346-35-BNS-AL (600 PCS@ USD 1.45/PCS)/ 7 CTN/155 KGS/ ,
sales,6314,04-08-2014,00882 / TEJA,,Documentation charges,00882 / TEJA,250,JOBNO:00882/ AWB/BL.NO.:38860023132 dt.16/07/2014/ BE.NO.:6179080 dt.21/07/2014/ P/O NO 14-0527-003 ZINC BUCKLES SJ1346-35-BNS-AL (600 PCS@ USD 1.45/PCS)/ 7 CTN/155 KGS/ ,
sales,6314,04-08-2014,00882 / TEJA,,Delivery Expenses,00882 / TEJA,350,JOBNO:00882/ AWB/BL.NO.:38860023132 dt.16/07/2014/ BE.NO.:6179080 dt.21/07/2014/ P/O NO 14-0527-003 ZINC BUCKLES SJ1346-35-BNS-AL (600 PCS@ USD 1.45/PCS)/ 7 CTN/155 KGS/ ,
sales,6314,04-08-2014,00882 / TEJA,,Agency charges,00882 / TEJA,2000,JOBNO:00882/ AWB/BL.NO.:38860023132 dt.16/07/2014/ BE.NO.:6179080 dt.21/07/2014/ P/O NO 14-0527-003 ZINC BUCKLES SJ1346-35-BNS-AL (600 PCS@ USD 1.45/PCS)/ 7 CTN/155 KGS/ ,
sales,6314,04-08-2014,00882 / TEJA,,AAI Charges,00882 / TEJA,2640,JOBNO:00882/ AWB/BL.NO.:38860023132 dt.16/07/2014/ BE.NO.:6179080 dt.21/07/2014/ P/O NO 14-0527-003 ZINC BUCKLES SJ1346-35-BNS-AL (600 PCS@ USD 1.45/PCS)/ 7 CTN/155 KGS/ ,
sales,6314,04-08-2014,00882 / TEJA,,Service Tax,00882 / TEJA,321.36,JOBNO:00882/ AWB/BL.NO.:38860023132 dt.16/07/2014/ BE.NO.:6179080 dt.21/07/2014/ P/O NO 14-0527-003 ZINC BUCKLES SJ1346-35-BNS-AL (600 PCS@ USD 1.45/PCS)/ 7 CTN/155 KGS/ ,
sales,6315,04-08-2014,00882 / TEJA,TEJA INDUSTRIES,,00882 / TEJA,1855.62,JOBNO:00882/ AWB/BL.NO.:38860023132 dt.16/07/2014/ BE.NO.:6179080 dt.21/07/2014/ P/O NO 14-0527-003 ZINC BUCKLES SJ1346-35-BNS-AL (600 PCS@ USD 1.45/PCS)/ 7 CTN/155 KGS/ ,
sales,6315,04-08-2014,00882 / TEJA,,Transport Charges,00882 / TEJA,1800,JOBNO:00882/ AWB/BL.NO.:38860023132 dt.16/07/2014/ BE.NO.:6179080 dt.21/07/2014/ P/O NO 14-0527-003 ZINC BUCKLES SJ1346-35-BNS-AL (600 PCS@ USD 1.45/PCS)/ 7 CTN/155 KGS/ ,
sales,6315,04-08-2014,00882 / TEJA,,Service Tax,00882 / TEJA,55.62,JOBNO:00882/ AWB/BL.NO.:38860023132 dt.16/07/2014/ BE.NO.:6179080 dt.21/07/2014/ P/O NO 14-0527-003 ZINC BUCKLES SJ1346-35-BNS-AL (600 PCS@ USD 1.45/PCS)/ 7 CTN/155 KGS/ ,
sales,6316,04-08-2014,00980 / SEW,SEW EURODRIVE INDIA PVT LTD,,00980 / SEW,2471.92,JOBNO:00980/ AWB/BL.NO.:02076057726 dt.02/07/2014/ BE.NO.:6283807 dt.30/07/2014/ HELICAL GEAR UNIT RXF97/A (FOR GEAR ENGINE) (ACTUAL USER)/ 1 PKG/78 KGS/ ,
sales,6316,04-08-2014,00980 / SEW,,Agency charges,00980 / SEW,1300,JOBNO:00980/ AWB/BL.NO.:02076057726 dt.02/07/2014/ BE.NO.:6283807 dt.30/07/2014/ HELICAL GEAR UNIT RXF97/A (FOR GEAR ENGINE) (ACTUAL USER)/ 1 PKG/78 KGS/ ,
sales,6316,04-08-2014,00980 / SEW,,Documentation charges,00980 / SEW,600,JOBNO:00980/ AWB/BL.NO.:02076057726 dt.02/07/2014/ BE.NO.:6283807 dt.30/07/2014/ HELICAL GEAR UNIT RXF97/A (FOR GEAR ENGINE) (ACTUAL USER)/ 1 PKG/78 KGS/ ,
sales,6316,04-08-2014,00980 / SEW,,Labour Charges,00980 / SEW,300,JOBNO:00980/ AWB/BL.NO.:02076057726 dt.02/07/2014/ BE.NO.:6283807 dt.30/07/2014/ HELICAL GEAR UNIT RXF97/A (FOR GEAR ENGINE) (ACTUAL USER)/ 1 PKG/78 KGS/ ,
sales,6316,04-08-2014,00980 / SEW,,Service Tax,00980 / SEW,271.92,JOBNO:00980/ AWB/BL.NO.:02076057726 dt.02/07/2014/ BE.NO.:6283807 dt.30/07/2014/ HELICAL GEAR UNIT RXF97/A (FOR GEAR ENGINE) (ACTUAL USER)/ 1 PKG/78 KGS/ ,
sales,6317,04-08-2014,00980 / SEW,SEW EURODRIVE INDIA PVT LTD,,00980 / SEW,2700,JOBNO:00980/ AWB/BL.NO.:02076057726 dt.02/07/2014/ BE.NO.:6283807 dt.30/07/2014/ HELICAL GEAR UNIT RXF97/A (FOR GEAR ENGINE) (ACTUAL USER)/ 1 PKG/78 KGS/ ,
sales,6317,04-08-2014,00980 / SEW,,Transport Charges,00980 / SEW,2700,JOBNO:00980/ AWB/BL.NO.:02076057726 dt.02/07/2014/ BE.NO.:6283807 dt.30/07/2014/ HELICAL GEAR UNIT RXF97/A (FOR GEAR ENGINE) (ACTUAL USER)/ 1 PKG/78 KGS/ ,
sales,6317,04-08-2014,00980 / SEW,,Service Tax,00980 / SEW,0,JOBNO:00980/ AWB/BL.NO.:02076057726 dt.02/07/2014/ BE.NO.:6283807 dt.30/07/2014/ HELICAL GEAR UNIT RXF97/A (FOR GEAR ENGINE) (ACTUAL USER)/ 1 PKG/78 KGS/ ,
sales,6318,04-08-2014,00881 / SHETRON,SHETRON LIMITED ,,00881 / SHETRON,27997.78,JOBNO:00881/ AWB/BL.NO.:MOLU12012672686 dt.10/07/2014/ BE.NO.:6272699 dt.30/07/2014/ FUJI PS- PLATE DEVELOPER DP-4 1L ( 120 BOX @ USD 1.960/BOX)/ 11 PKG/1250 KGS/ ,
sales,6318,04-08-2014,00881 / SHETRON,,Documentation charges,00881 / SHETRON,250,JOBNO:00881/ AWB/BL.NO.:MOLU12012672686 dt.10/07/2014/ BE.NO.:6272699 dt.30/07/2014/ FUJI PS- PLATE DEVELOPER DP-4 1L ( 120 BOX @ USD 1.960/BOX)/ 11 PKG/1250 KGS/ ,
sales,6318,04-08-2014,00881 / SHETRON,,P.O.Conveyance,00881 / SHETRON,300,JOBNO:00881/ AWB/BL.NO.:MOLU12012672686 dt.10/07/2014/ BE.NO.:6272699 dt.30/07/2014/ FUJI PS- PLATE DEVELOPER DP-4 1L ( 120 BOX @ USD 1.960/BOX)/ 11 PKG/1250 KGS/ ,
sales,6318,04-08-2014,00881 / SHETRON,,Agency charges,00881 / SHETRON,3000,JOBNO:00881/ AWB/BL.NO.:MOLU12012672686 dt.10/07/2014/ BE.NO.:6272699 dt.30/07/2014/ FUJI PS- PLATE DEVELOPER DP-4 1L ( 120 BOX @ USD 1.960/BOX)/ 11 PKG/1250 KGS/ ,
sales,6318,04-08-2014,00881 / SHETRON,,CFS Charges,00881 / SHETRON,9578,JOBNO:00881/ AWB/BL.NO.:MOLU12012672686 dt.10/07/2014/ BE.NO.:6272699 dt.30/07/2014/ FUJI PS- PLATE DEVELOPER DP-4 1L ( 120 BOX @ USD 1.960/BOX)/ 11 PKG/1250 KGS/ ,
sales,6318,04-08-2014,00881 / SHETRON,,DO CHARGES,00881 / SHETRON,14431,JOBNO:00881/ AWB/BL.NO.:MOLU12012672686 dt.10/07/2014/ BE.NO.:6272699 dt.30/07/2014/ FUJI PS- PLATE DEVELOPER DP-4 1L ( 120 BOX @ USD 1.960/BOX)/ 11 PKG/1250 KGS/ ,
sales,6318,04-08-2014,00881 / SHETRON,,Service Tax,00881 / SHETRON,438.78,JOBNO:00881/ AWB/BL.NO.:MOLU12012672686 dt.10/07/2014/ BE.NO.:6272699 dt.30/07/2014/ FUJI PS- PLATE DEVELOPER DP-4 1L ( 120 BOX @ USD 1.960/BOX)/ 11 PKG/1250 KGS/ ,
sales,6319,04-08-2014,00881 / SHETRON,SHETRON LIMITED ,,00881 / SHETRON,10824.45,JOBNO:00881/ AWB/BL.NO.:MOLU12012672686 dt.10/07/2014/ BE.NO.:6272699 dt.30/07/2014/ FUJI PS- PLATE DEVELOPER DP-4 1L ( 120 BOX @ USD 1.960/BOX)/ 11 PKG/1250 KGS/ ,
sales,6319,04-08-2014,00881 / SHETRON,,Transport Charges,00881 / SHETRON,10500,JOBNO:00881/ AWB/BL.NO.:MOLU12012672686 dt.10/07/2014/ BE.NO.:6272699 dt.30/07/2014/ FUJI PS- PLATE DEVELOPER DP-4 1L ( 120 BOX @ USD 1.960/BOX)/ 11 PKG/1250 KGS/ ,
sales,6319,04-08-2014,00881 / SHETRON,,Service Tax,00881 / SHETRON,324.45,JOBNO:00881/ AWB/BL.NO.:MOLU12012672686 dt.10/07/2014/ BE.NO.:6272699 dt.30/07/2014/ FUJI PS- PLATE DEVELOPER DP-4 1L ( 120 BOX @ USD 1.960/BOX)/ 11 PKG/1250 KGS/ ,
sales,6320,04-08-2014,00703 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00703 / GKN,7894.02,JOBNO:00703/ AWB/BL.NO.:1406500169 dt.02/06/2014/ BE.NO.:6141114 dt.17/07/2014/ DRIVESHAFT BOOT V622025 AC 1700  (ACTUAL USER) (3600 PCS @ EUR 0.0636.50 / PCS)/ 2 PLT/260 KGS/ 00703 & 00702,
sales,6320,04-08-2014,00703 / GKN,,Agency charges,00703 / GKN,1800,JOBNO:00703/ AWB/BL.NO.:1406500169 dt.02/06/2014/ BE.NO.:6141114 dt.17/07/2014/ DRIVESHAFT BOOT V622025 AC 1700  (ACTUAL USER) (3600 PCS @ EUR 0.0636.50 / PCS)/ 2 PLT/260 KGS/ 00703 & 00702,
sales,6320,04-08-2014,00703 / GKN,,Documentation charges,00703 / GKN,150,JOBNO:00703/ AWB/BL.NO.:1406500169 dt.02/06/2014/ BE.NO.:6141114 dt.17/07/2014/ DRIVESHAFT BOOT V622025 AC 1700  (ACTUAL USER) (3600 PCS @ EUR 0.0636.50 / PCS)/ 2 PLT/260 KGS/ 00703 & 00702,
sales,6320,04-08-2014,00703 / GKN,,CFS Charges,00703 / GKN,4515,JOBNO:00703/ AWB/BL.NO.:1406500169 dt.02/06/2014/ BE.NO.:6141114 dt.17/07/2014/ DRIVESHAFT BOOT V622025 AC 1700  (ACTUAL USER) (3600 PCS @ EUR 0.0636.50 / PCS)/ 2 PLT/260 KGS/ 00703 & 00702,
sales,6320,04-08-2014,00703 / GKN,,Service Tax On CFS Charges,00703 / GKN,1188,JOBNO:00703/ AWB/BL.NO.:1406500169 dt.02/06/2014/ BE.NO.:6141114 dt.17/07/2014/ DRIVESHAFT BOOT V622025 AC 1700  (ACTUAL USER) (3600 PCS @ EUR 0.0636.50 / PCS)/ 2 PLT/260 KGS/ 00703 & 00702,
sales,6320,04-08-2014,00703 / GKN,,Service Tax,00703 / GKN,241.02,JOBNO:00703/ AWB/BL.NO.:1406500169 dt.02/06/2014/ BE.NO.:6141114 dt.17/07/2014/ DRIVESHAFT BOOT V622025 AC 1700  (ACTUAL USER) (3600 PCS @ EUR 0.0636.50 / PCS)/ 2 PLT/260 KGS/ 00703 & 00702,
sales,6321,04-08-2014,00702 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00702 / GKN,19517.93,JOBNO:00702/ AWB/BL.NO.:1406500166 dt.14/06/2014/ BE.NO.:6141389 dt.17/07/2014/ GREASE-OLISTAMOLY 2 LN 584L (FETTFASS 180 KG) (ACTUAL USER)/ 6 PLT/4588.500 KGS/ ,
sales,6321,04-08-2014,00702 / GKN,,Agency charges,00702 / GKN,3296,JOBNO:00702/ AWB/BL.NO.:1406500166 dt.14/06/2014/ BE.NO.:6141389 dt.17/07/2014/ GREASE-OLISTAMOLY 2 LN 584L (FETTFASS 180 KG) (ACTUAL USER)/ 6 PLT/4588.500 KGS/ ,
sales,6321,04-08-2014,00702 / GKN,,Documentation charges,00702 / GKN,150,JOBNO:00702/ AWB/BL.NO.:1406500166 dt.14/06/2014/ BE.NO.:6141389 dt.17/07/2014/ GREASE-OLISTAMOLY 2 LN 584L (FETTFASS 180 KG) (ACTUAL USER)/ 6 PLT/4588.500 KGS/ ,
sales,6321,04-08-2014,00702 / GKN,,CFS Charges,00702 / GKN,13925,JOBNO:00702/ AWB/BL.NO.:1406500166 dt.14/06/2014/ BE.NO.:6141389 dt.17/07/2014/ GREASE-OLISTAMOLY 2 LN 584L (FETTFASS 180 KG) (ACTUAL USER)/ 6 PLT/4588.500 KGS/ ,
sales,6321,04-08-2014,00702 / GKN,,Service Tax on CFS Charges,00702 / GKN,1721,JOBNO:00702/ AWB/BL.NO.:1406500166 dt.14/06/2014/ BE.NO.:6141389 dt.17/07/2014/ GREASE-OLISTAMOLY 2 LN 584L (FETTFASS 180 KG) (ACTUAL USER)/ 6 PLT/4588.500 KGS/ ,
sales,6321,04-08-2014,00702 / GKN,,Service Tax,00702 / GKN,425.9256,JOBNO:00702/ AWB/BL.NO.:1406500166 dt.14/06/2014/ BE.NO.:6141389 dt.17/07/2014/ GREASE-OLISTAMOLY 2 LN 584L (FETTFASS 180 KG) (ACTUAL USER)/ 6 PLT/4588.500 KGS/ ,
sales,6322,04-08-2014,00777 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00777 / GKN,12485.64,JOBNO:00777/ AWB/BL.NO.:HLCUMA2140700435 dt.14/07/2014/ BE.NO.:6142640 dt.17/07/2014/ TULIP LONG STEM B36I (ACTUAL USER) (375 PCS @ EUR 11.749 / PCS)/ 24 PKG/15247 KGS/ ,
sales,6322,04-08-2014,00777 / GKN,,Agency charges,00777 / GKN,5551,JOBNO:00777/ AWB/BL.NO.:HLCUMA2140700435 dt.14/07/2014/ BE.NO.:6142640 dt.17/07/2014/ TULIP LONG STEM B36I (ACTUAL USER) (375 PCS @ EUR 11.749 / PCS)/ 24 PKG/15247 KGS/ ,
sales,6322,04-08-2014,00777 / GKN,,Documentation charges,00777 / GKN,150,JOBNO:00777/ AWB/BL.NO.:HLCUMA2140700435 dt.14/07/2014/ BE.NO.:6142640 dt.17/07/2014/ TULIP LONG STEM B36I (ACTUAL USER) (375 PCS @ EUR 11.749 / PCS)/ 24 PKG/15247 KGS/ ,
sales,6322,04-08-2014,00777 / GKN,,CFS Charges,00777 / GKN,5411,JOBNO:00777/ AWB/BL.NO.:HLCUMA2140700435 dt.14/07/2014/ BE.NO.:6142640 dt.17/07/2014/ TULIP LONG STEM B36I (ACTUAL USER) (375 PCS @ EUR 11.749 / PCS)/ 24 PKG/15247 KGS/ ,
sales,6322,04-08-2014,00777 / GKN,,Service Tax On CFS Charges,00777 / GKN,669,JOBNO:00777/ AWB/BL.NO.:HLCUMA2140700435 dt.14/07/2014/ BE.NO.:6142640 dt.17/07/2014/ TULIP LONG STEM B36I (ACTUAL USER) (375 PCS @ EUR 11.749 / PCS)/ 24 PKG/15247 KGS/ ,
sales,6322,04-08-2014,00777 / GKN,,Service Tax,00777 / GKN,704.6436,JOBNO:00777/ AWB/BL.NO.:HLCUMA2140700435 dt.14/07/2014/ BE.NO.:6142640 dt.17/07/2014/ TULIP LONG STEM B36I (ACTUAL USER) (375 PCS @ EUR 11.749 / PCS)/ 24 PKG/15247 KGS/ ,
sales,6323,04-08-2014,00768 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00768 / GKN,136214.54,JOBNO:00768/ AWB/BL.NO.:HJSCSEL4639825 dt.27/06/2014/ BE.NO.:6133451 dt./ NON ALLOY HOT ROLLED STEEL BAR (G:38B3) (S:21.80MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 80 BDL/164464 KGS/ ,
sales,6323,04-08-2014,00768 / GKN,,Agency charges,00768 / GKN,75000,JOBNO:00768/ AWB/BL.NO.:HJSCSEL4639825 dt.27/06/2014/ BE.NO.:6133451 dt./ NON ALLOY HOT ROLLED STEEL BAR (G:38B3) (S:21.80MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 80 BDL/164464 KGS/ ,
sales,6323,04-08-2014,00768 / GKN,,Documentation charges,00768 / GKN,150,JOBNO:00768/ AWB/BL.NO.:HJSCSEL4639825 dt.27/06/2014/ BE.NO.:6133451 dt./ NON ALLOY HOT ROLLED STEEL BAR (G:38B3) (S:21.80MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 80 BDL/164464 KGS/ ,
sales,6323,04-08-2014,00768 / GKN,,CFS Charges,00768 / GKN,46080,JOBNO:00768/ AWB/BL.NO.:HJSCSEL4639825 dt.27/06/2014/ BE.NO.:6133451 dt./ NON ALLOY HOT ROLLED STEEL BAR (G:38B3) (S:21.80MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 80 BDL/164464 KGS/ ,
sales,6323,04-08-2014,00768 / GKN,,Service Tax On CFS Charges,00768 / GKN,5696,JOBNO:00768/ AWB/BL.NO.:HJSCSEL4639825 dt.27/06/2014/ BE.NO.:6133451 dt./ NON ALLOY HOT ROLLED STEEL BAR (G:38B3) (S:21.80MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 80 BDL/164464 KGS/ ,
sales,6323,04-08-2014,00768 / GKN,,Service Tax,00768 / GKN,9288.54,JOBNO:00768/ AWB/BL.NO.:HJSCSEL4639825 dt.27/06/2014/ BE.NO.:6133451 dt./ NON ALLOY HOT ROLLED STEEL BAR (G:38B3) (S:21.80MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 80 BDL/164464 KGS/ ,
sales,6324,04-08-2014,00859 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00859 / GKN,5130.18,JOBNO:00859/ AWB/BL.NO.:SGTEMAAJSZC4070004B9 dt.11/07/2014/ BE.NO.:6195832 dt.22/07/2014/ NEEDLE GI-1100I (BLUE) (ACTUAL USER) (120000 PCS @ EUR 0.002110 / PCS)/ 2 PLT/896 KGS/ ,
sales,6324,04-08-2014,00859 / GKN,,Agency charges,00859 / GKN,1866,JOBNO:00859/ AWB/BL.NO.:SGTEMAAJSZC4070004B9 dt.11/07/2014/ BE.NO.:6195832 dt.22/07/2014/ NEEDLE GI-1100I (BLUE) (ACTUAL USER) (120000 PCS @ EUR 0.002110 / PCS)/ 2 PLT/896 KGS/ ,
sales,6324,04-08-2014,00859 / GKN,,Documentation charges,00859 / GKN,150,JOBNO:00859/ AWB/BL.NO.:SGTEMAAJSZC4070004B9 dt.11/07/2014/ BE.NO.:6195832 dt.22/07/2014/ NEEDLE GI-1100I (BLUE) (ACTUAL USER) (120000 PCS @ EUR 0.002110 / PCS)/ 2 PLT/896 KGS/ ,
sales,6324,04-08-2014,00859 / GKN,,CFS Charges,00859 / GKN,2550,JOBNO:00859/ AWB/BL.NO.:SGTEMAAJSZC4070004B9 dt.11/07/2014/ BE.NO.:6195832 dt.22/07/2014/ NEEDLE GI-1100I (BLUE) (ACTUAL USER) (120000 PCS @ EUR 0.002110 / PCS)/ 2 PLT/896 KGS/ ,
sales,6324,04-08-2014,00859 / GKN,,Service Tax On CFS Charges,00859 / GKN,315,JOBNO:00859/ AWB/BL.NO.:SGTEMAAJSZC4070004B9 dt.11/07/2014/ BE.NO.:6195832 dt.22/07/2014/ NEEDLE GI-1100I (BLUE) (ACTUAL USER) (120000 PCS @ EUR 0.002110 / PCS)/ 2 PLT/896 KGS/ ,
sales,6324,04-08-2014,00859 / GKN,,Service Tax,00859 / GKN,249.1776,JOBNO:00859/ AWB/BL.NO.:SGTEMAAJSZC4070004B9 dt.11/07/2014/ BE.NO.:6195832 dt.22/07/2014/ NEEDLE GI-1100I (BLUE) (ACTUAL USER) (120000 PCS @ EUR 0.002110 / PCS)/ 2 PLT/896 KGS/ ,
